Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
HRG,3273,Schizophrenia,MESH:D012559,,Copper|Dehydroepiandrosterone|Lipopolysaccharides|olanzapine|Valproic Acid,12.89,76
ISCW_ISCW001496,8025504,Schizophrenia,MESH:D012559,,Dopamine|Epinephrine|Norepinephrine,12.89,1
TXN2,25828,Schizophrenia,MESH:D012559,,Cocaine|Lipopolysaccharides|Phenobarbital|Tetrachloroethylene|Valproic Acid|Venlafaxine Hydrochloride,12.89,7
KLF15,28999,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Ketamine|Methionine|Phenobarbital|Valproic Acid,12.88,9
PAM,5066,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Reserpine|Valproic Acid,12.88,7
SND1,27044,Schizophrenia,MESH:D012559,,Cocaine|Cytarabine|Fluoxetine|Phenobarbital|Valproic Acid,12.88,6
ZFP36L2,678,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Phenobarbital|Tetrachloroethylene|Valproic Acid,12.88,7
AIF1L,83543,Schizophrenia,MESH:D012559,,Cocaine|Copper|Cytarabine|Smoke|Valproic Acid,12.87,6
COBLL1,22837,Schizophrenia,MESH:D012559,,Cocaine|Cytarabine|Phenobarbital|Smoke|Valproic Acid,12.87,6
CYP2C66,69888,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Valproic Acid,12.87,4
EPHX3,79852,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Valproic Acid,12.87,5
GPATCH3,63906,Schizophrenia,MESH:D012559,,Folic Acid|Lipopolysaccharides|Methionine|Valproic Acid,12.87,5
IRGC1,210145,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Valproic Acid,12.87,4
NRM,11270,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methamphetamine|Methionine|Phenobarbital,12.87,10
PEX11G,92960,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Valproic Acid,12.87,5
TERA,100305145,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Valproic Acid,12.87,4
TK2,7084,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Cytarabine|Methamphetamine|Valproic Acid,12.87,10
TMEM127,55654,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Valproic Acid,12.87,5
UCP1,7350,Schizophrenia,MESH:D012559,,Chlorpromazine|Copper|Dehydroepiandrosterone|Norepinephrine|olanzapine|Valproic Acid|Vitamin A,12.87,100
UNC13B,10497,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Phenobarbital|Valproic Acid|Venlafaxine Hydrochloride,12.87,6
EPDR1,54749,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Smoke|Valproic Acid,12.86,6
GLT8D1,55830,Schizophrenia,MESH:D012559,,Caffeine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.86,6
HSPB8,26353,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Fluoxetine|Lipopolysaccharides|Methamphetamine|Phenobarbital|Valproic Acid,12.86,12
KDM7A,80853,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Tetrachloroethylene|Valproic Acid,12.86,7
PPP2R5A,5525,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Tetrachloroethylene|Valproic Acid,12.86,6
SOCS2,8835,Schizophrenia,MESH:D012559,,Carbamazepine|Chlorpromazine|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Valproic Acid,12.86,29
SYT12,91683,Schizophrenia,MESH:D012559,,Folic Acid|Ketamine|Methionine|Phenobarbital|Valproic Acid,12.86,8
TMEM86A,144110,Schizophrenia,MESH:D012559,,Folic Acid|Lipopolysaccharides|Methionine|Tetrachloroethylene|Valproic Acid,12.86,6
TWIST2,117581,Schizophrenia,MESH:D012559,,Folic Acid|Lipopolysaccharides|Methionine|Smoke|Valproic Acid,12.86,6
ARID1B,57492,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.85,6
BEX1,55859,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.85,6
GGCX,2677,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.85,6
GRM4,2914,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.85,6
KCNF1,3754,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Valproic Acid,12.85,5
MAP4K1,11184,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methionine|Valproic Acid,12.85,6
OTX2,5015,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methionine|Valproic Acid,12.85,6
AS3MT,57412,Schizophrenia,MESH:D012559,,S-Adenosylmethionine|Cocaine|Folic Acid|Phenobarbital|Valproic Acid|Vitamin B 12,12.83,7
CTSC,1075,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Tetrachloroethylene|Valproic Acid,12.81,8
ERBB3,2065,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methionine|Smoke|Tetrachloroethylene|Valproic Acid,12.81,8
GINS2,51659,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.81,7
MFGE8,4240,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.81,7
SRSF1,6426,Schizophrenia,MESH:D012559,marker/mechanism,Caffeine|Carbamazepine|Copper|Folic Acid|Methionine|Valproic Acid,12.81,8
NPDC1,56654,Schizophrenia,MESH:D012559,,Aripiprazole|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.78,20
KCNA2,3737,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Methionine|Plant Preparations|Valproic Acid,12.77,6
MAP6,4135,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Ketamine|Methionine|Valproic Acid,12.77,8
RBP1,5947,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Valproic Acid|Vitamin A,12.77,8
AP1M2,10053,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Smoke|Valproic Acid,12.76,6
BAZ1B,9031,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Methamphetamine|Methionine|Valproic Acid,12.76,10
DNAJB5,25822,Schizophrenia,MESH:D012559,,Folic Acid|Methamphetamine|Methionine|Phenobarbital|Valproic Acid,12.76,10
EHF,26298,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Smoke|Valproic Acid,12.76,6
GNAQ,2776,Schizophrenia,MESH:D012559,,Caffeine|Carbamazepine|Fluoxetine|Phenobarbital|Valproic Acid|Venlafaxine Hydrochloride,12.76,7
LYSMD2,256586,Schizophrenia,MESH:D012559,,Caffeine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.76,6
SFXN3,81855,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Lipopolysaccharides|Methionine|Valproic Acid,12.76,6
AGO2,27161,Schizophrenia,MESH:D012559,,Carbamazepine|Cocaine|Copper|Phenobarbital|Valproic Acid|Venlafaxine Hydrochloride,12.75,7
BCAR3,8412,Schizophrenia,MESH:D012559,,Cytarabine|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Valproic Acid,12.75,7
CLEC4D,338339,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Lipopolysaccharides|Methionine|Valproic Acid,12.75,6
DYNLL2,140735,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.75,6
GCLC,2729,Schizophrenia,MESH:D012559,,S-Adenosylmethionine|Caffeine|Carbamazepine|Chlorpromazine|Copper|Dopamine|Eicosapentaenoic Acid|Folic Acid|Ketamine|Methionine|Phenobarbital|Valproic Acid,12.75,35
ITGB6,3694,Schizophrenia,MESH:D012559,,Amitriptyline|Cocaine|Copper|Folic Acid|Methionine|Valproic Acid,12.75,7
KIF15,56992,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Cytarabine|Folic Acid|Methamphetamine|Valproic Acid,12.75,12
PRSS8,5652,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Smoke|Valproic Acid,12.75,7
SEMA3E,9723,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.75,6
TCEAL8,90843,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.75,6
UNC5B,219699,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Phenobarbital|Smoke|Valproic Acid,12.75,7
ASF1B,55723,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.74,7
DUSP6,1848,Schizophrenia,MESH:D012559,,Clozapine|Copper|Haloperidol|Lipopolysaccharides|Methamphetamine|Phenobarbital|Smoke|Valproic Acid,12.73,224
IL11A,570404,Schizophrenia,MESH:D012559,,Amitriptyline|Fluoxetine|Lipopolysaccharides,12.72,3
KCNV1,27012,Schizophrenia,MESH:D012559,,Fluoxetine|Folic Acid|Methionine|Valproic Acid,12.72,5
CDX4,1046,Schizophrenia,MESH:D012559,,Caffeine|Carbamazepine|Phenobarbital|Valproic Acid,12.71,5
KHNYN,23351,Schizophrenia,MESH:D012559,,Carbamazepine|Phenobarbital|Tetrachloroethylene|Valproic Acid,12.71,5
NHEJ1,79840,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Tetrachloroethylene|Valproic Acid,12.71,5
CPPED1,55313,Schizophrenia,MESH:D012559,,Amitriptyline|Carbamazepine|Imipramine|Lipopolysaccharides|Valproic Acid,12.70,6
GLIS1,148979,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Smoke|Valproic Acid,12.70,5
CCDC96,257236,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Valproic Acid,12.69,5
LGALS3BP,3959,Schizophrenia,MESH:D012559,,Ketamine|Lipopolysaccharides|Phenobarbital|Plant Preparations|Smoke|Valproic Acid,12.69,9
ADGRE1,2015,Schizophrenia,MESH:D012559,,Cocaine|Copper|Lipopolysaccharides|Methionine|Phenobarbital|Valproic Acid,12.68,6
HRAS,3265,Schizophrenia,MESH:D012559,,Caffeine|Carbamazepine|Copper|Folic Acid|Ketamine|Lipopolysaccharides|Methamphetamine|Phenobarbital|Valproic Acid,12.68,17
HSD17B4,3295,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Dehydroepiandrosterone|Calcifediol|Ketamine|Phenobarbital|Valproic Acid,12.68,10
PA2G4,5036,Schizophrenia,MESH:D012559,,Cocaine|Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.68,7
TTLL9,164395,Schizophrenia,MESH:D012559,,Copper|Methamphetamine|Phenobarbital|Valproic Acid,12.68,9
UGT2B1,71773,Schizophrenia,MESH:D012559,,Amitriptyline|Carbamazepine|Chlorpromazine|Imipramine|Lipopolysaccharides|Phenobarbital|Valproic Acid,12.68,29
CAPSL,133690,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.67,5
GHITM,27069,Schizophrenia,MESH:D012559,,Caffeine|Copper|Folic Acid|Methionine|Valproic Acid,12.67,6
LDLR,3949,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine|Clozapine|Risperidone,12.67,3
PRDM12,59335,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Valproic Acid,12.67,5
TGFBI,7045,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Smoke|Valproic Acid,12.67,8
CDR2,1039,Schizophrenia,MESH:D012559,,Folic Acid|Methamphetamine|Methionine|Phenobarbital|Valproic Acid,12.66,10
FAM84B,157638,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Phenobarbital|Smoke|Valproic Acid,12.66,6
MAMDC2,256691,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.66,6
PIP4K2A,5305,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Ketamine|Methionine|Valproic Acid,12.66,8
RERG,85004,Schizophrenia,MESH:D012559,,Cytarabine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.66,6
GPR83,10888,Schizophrenia,MESH:D012559,,Dextroamphetamine|Amphetamine|Cytarabine|Valproic Acid,12.65,7
SEPHS1,22929,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.65,6
FAS,355,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine|Chlorpromazine|Clozapine|Ribavirin|Risperidone,12.64,49
GLS,2744,Schizophrenia,MESH:D012559,,Copper|Cytarabine|Folic Acid|Lithium|Methamphetamine|Methionine|Valproic Acid,12.63,17
HDAC2,3066,Schizophrenia,MESH:D012559,,Caffeine|Fluoxetine|Folic Acid|Methionine|Smoke|Valproic Acid,12.63,7
MSR1,4481,Schizophrenia,MESH:D012559,,Eicosapentaenoic Acid|Folic Acid|Lipopolysaccharides|Methionine|Smoke|Valproic Acid,12.63,7
EFNB2,1948,Schizophrenia,MESH:D012559,,Cocaine|Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.62,7
UBA52,7311,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline|Clozapine|Haloperidol,12.62,29
CUL1,8454,Schizophrenia,MESH:D012559,,Homocysteine|Folic Acid|Methionine|Sertraline|Valproic Acid,12.61,5
SPIC,121599,Schizophrenia,MESH:D012559,,Cannabidiol|Folic Acid|Lipopolysaccharides|Methionine,12.61,5
CYP2C65,72303,Schizophrenia,MESH:D012559,,Eicosapentaenoic Acid|Folic Acid|Methionine|Phenobarbital,12.60,5
HDAC1,3065,Schizophrenia,MESH:D012559,,Amphetamine|Caffeine|Carbamazepine|Folic Acid|Lipopolysaccharides|Methionine|Valproic Acid,12.59,10
HLA-B,3106,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|lamotrigine|Minocycline|oxcarbazepine|Valproic Acid,12.59,7
HPGD,3248,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Ketamine|Methionine|Phenobarbital|Plant Preparations|Valproic Acid,12.59,10
KCNS3,3790,Schizophrenia,MESH:D012559,,Amitriptyline|Folic Acid|Ketamine|Methionine|Valproic Acid,12.59,8
ATP6V0C,527,Schizophrenia,MESH:D012559,,Caffeine|Folic Acid|Lipopolysaccharides|Methionine|Valproic Acid,12.58,6
KL,9365,Schizophrenia,MESH:D012559,,Cocaine|Dehydroepiandrosterone|Lipopolysaccharides|Phenobarbital|Valproic Acid|Vitamin D,12.58,11
PSMA2,5683,Schizophrenia,MESH:D012559,,Copper|Eicosapentaenoic Acid|Calcifediol|Methamphetamine|Phenobarbital|Valproic Acid,12.58,11
RASSF2,9770,Schizophrenia,MESH:D012559,,Cytarabine|Folic Acid|Ketamine|Methionine|Valproic Acid,12.58,8
SVEP1,79987,Schizophrenia,MESH:D012559,,Cytarabine|Folic Acid|Methionine|Smoke|Valproic Acid,12.58,6
ULK2,9706,Schizophrenia,MESH:D012559,,Carbamazepine|Chlorpromazine|Lipopolysaccharides|Phenobarbital|Valproic Acid,12.58,27
CPEB3,22849,Schizophrenia,MESH:D012559,,Copper|Methamphetamine|Phenobarbital|Smoke|Valproic Acid,12.57,10
DUSP9,1852,Schizophrenia,MESH:D012559,,Chlorpromazine|Copper|Folic Acid|Methionine|Valproic Acid,12.57,28
FMO4,2329,Schizophrenia,MESH:D012559,,Copper|Cytarabine|Lipopolysaccharides|Phenobarbital|Valproic Acid,12.57,6
MAPK4,5596,Schizophrenia,MESH:D012559,,Chlorpromazine|Copper|Folic Acid|Methionine|Valproic Acid,12.57,28
PIK3IP1,113791,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Ketamine|Methionine|Valproic Acid,12.57,8
H19,283120,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Smoke|Valproic Acid,12.56,7
NFIX,4784,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Valproic Acid,12.56,7
PLAGL1,5325,Schizophrenia,MESH:D012559,,Carbamazepine|Cocaine|Folic Acid|Methamphetamine|Methionine|Valproic Acid,12.56,11
RPL9,6133,Schizophrenia,MESH:D012559,,Cocaine|Copper|Folic Acid|Methionine|Valproic Acid,12.56,6
SHCBP1,79801,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methamphetamine|Methionine|Phenobarbital|Valproic Acid,12.56,11
IRS1,3667,Schizophrenia,MESH:D012559,,Carbamazepine|Dehydroepiandrosterone|Folic Acid|Lipopolysaccharides|Methionine|Plant Preparations|Sertraline|Valproic Acid,12.55,9
SLC22A5,6584,Schizophrenia,MESH:D012559,,Carbamazepine|Eicosapentaenoic Acid|Phenobarbital|Promethazine|Propranolol|Tetrachloroethylene|Valproic Acid,12.55,7
TPI1,7167,Schizophrenia,MESH:D012559,,Carbamazepine|Clozapine|Haloperidol|Lithium|Methamphetamine|Valproic Acid|Vitamin A,12.55,226
PYCARD,29108,Schizophrenia,MESH:D012559,,Homocysteine|Amitriptyline|Folic Acid|Lipopolysaccharides|Methamphetamine|Methionine|Valproic Acid,12.54,11
SLC39A2,29986,Schizophrenia,MESH:D012559,,Carbamazepine|Cytarabine|Phenobarbital|Valproic Acid,12.54,5
GPSM3,63940,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Smoke|Valproic Acid,12.53,5
EVC2,132884,Schizophrenia,MESH:D012559,,Folic Acid|Methamphetamine|Methionine|Valproic Acid,12.52,9
GPR157,80045,Schizophrenia,MESH:D012559,,Cocaine|Copper|Lipopolysaccharides|Valproic Acid,12.52,5
LINGO2,158038,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Methamphetamine|Phenobarbital|Valproic Acid,12.52,9
LRRC27,80313,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Methionine|Valproic Acid,12.52,5
CYP2A6,1548,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine|Chlorpromazine|Fluphenazine|Thioridazine,12.51,11
CYP2C11,29277,Schizophrenia,MESH:D012559,,Chlorpromazine|Fluoxetine|lamotrigine|Methionine|Phenobarbital|Plant Preparations|Vitamin A,12.51,28
CYP2C19,1557,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine|Clozapine|Thioridazine,12.51,3
ARMCX5,64860,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Valproic Acid,12.50,5
CD24,100133941,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Ketamine|Phenobarbital|Smoke|Valproic Acid,12.50,9
LTB4R2,56413,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Valproic Acid,12.50,5
NCAPG,64151,Schizophrenia,MESH:D012559,,Copper|Lipopolysaccharides|Methamphetamine|Phenobarbital|Tetrachloroethylene|Valproic Acid,12.50,11
NMB,4828,Schizophrenia,MESH:D012559,,Amitriptyline|Folic Acid|Ketamine|Methionine|Valproic Acid,12.50,8
NOCT,25819,Schizophrenia,MESH:D012559,,Folic Acid|Lipopolysaccharides|Methamphetamine|Methionine|Phenobarbital|Valproic Acid,12.50,11
PIGY,84992,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.50,5
PTGIR,5739,Schizophrenia,MESH:D012559,,Cannabidiol|Folic Acid|Lipopolysaccharides|Methionine|Valproic Acid,12.50,6
SOWAHB,345079,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.50,5
SSTR1,6751,Schizophrenia,MESH:D012559,,Amitriptyline|Cocaine|Folic Acid|Ketamine|Valproic Acid,12.50,9
ZBTB34,403341,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Valproic Acid,12.50,5
CBX1,10951,Schizophrenia,MESH:D012559,,Folic Acid|Ketamine|Methamphetamine|Methionine|Valproic Acid,12.49,12
CHRNE,1145,Schizophrenia,MESH:D012559,,Chlorpromazine|Cocaine|Lipopolysaccharides|Methamphetamine|Valproic Acid,12.49,32
CNBP,7555,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Phenobarbital|Valproic Acid|Venlafaxine Hydrochloride,12.49,6
EBI3,10148,Schizophrenia,MESH:D012559,,Chlorpromazine|Folic Acid|Methamphetamine|Methionine|Valproic Acid,12.49,32
JAG2,3714,Schizophrenia,MESH:D012559,,Cocaine|Copper|Ketamine|Smoke|Valproic Acid,12.49,8
PRRG4,79056,Schizophrenia,MESH:D012559,,Copper|Lipopolysaccharides|Smoke|Tetrachloroethylene|Valproic Acid,12.49,6
HSP90AB1,3326,Schizophrenia,MESH:D012559,,Cocaine|Copper|Dopamine|Epinephrine|Calcifediol|Lipopolysaccharides|Phenobarbital|Valproic Acid,12.48,8
KMT2C,58508,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Phenobarbital|Smoke|Valproic Acid,12.48,6
MYO6,4646,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Smoke|Valproic Acid,12.48,6
RALGPS2,55103,Schizophrenia,MESH:D012559,,Cocaine|Copper|Methamphetamine|Phenobarbital|Valproic Acid,12.48,10
SLC2A1,6513,Schizophrenia,MESH:D012559,,Caffeine|Copper|Cytarabine|Diazepam|Lipopolysaccharides|Minocycline|Phenobarbital|Promethazine|Valproic Acid,12.48,9
AND2,566702,Schizophrenia,MESH:D012559,,Caffeine|Carbamazepine|Valproic Acid,12.47,4
APH1B,83464,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.47,6
ECHDC1,55862,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.47,6
EFEMP2A,494044,Schizophrenia,MESH:D012559,,Caffeine|Carbamazepine|Valproic Acid,12.47,4
GRIK2,2898,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine|Clozapine|Haloperidol,12.47,29
KPNA4,3840,Schizophrenia,MESH:D012559,,Folic Acid|Methamphetamine|Methionine|Phenobarbital|Valproic Acid,12.47,10
DOP1,100533418,Schizophrenia,MESH:D012559,,Dopamine|Epinephrine|Norepinephrine,12.46,1
PRKAR2A,5576,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine|Haloperidol|Phenylpropanolamine,12.46,29
TGFB3,7043,Schizophrenia,MESH:D012559,,Diazepam|Folic Acid|Lipopolysaccharides|Methionine|Norepinephrine|Valproic Acid|Vitamin A,12.46,7
CACNA1G,8913,Schizophrenia,MESH:D012559,,Dextroamphetamine|Copper|Fluoxetine|Folic Acid|Methionine|Valproic Acid,12.45,7
ERBB2,2064,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine|Clozapine|Haloperidol|Risperidone,12.45,46
PHGDH,26227,Schizophrenia,MESH:D012559,,Epinephrine|Folic Acid|Lipopolysaccharides|Methamphetamine|Methionine|Tetrachloroethylene|Valproic Acid,12.45,11
CRYAB,1410,Schizophrenia,MESH:D012559,,Cocaine|Copper|Cytarabine|Ketamine|Lipopolysaccharides|Lithium|Methamphetamine|Valproic Acid,12.44,20
KCNJ5,3762,Schizophrenia,MESH:D012559,,Fluoxetine|Methamphetamine|Sertraline|Valproic Acid|Venlafaxine Hydrochloride,12.44,10
NFATC1,4772,Schizophrenia,MESH:D012559,,Chlorpromazine|Folic Acid|Lipopolysaccharides|Methionine|Phenobarbital|Valproic Acid,12.44,28
RBM3,5935,Schizophrenia,MESH:D012559,,Carbamazepine|Copper|Folic Acid|Methamphetamine|Methionine|Valproic Acid,12.44,11
CYP4E2,35822,Schizophrenia,MESH:D012559,,Caffeine|Phenobarbital|Valproic Acid,12.43,4
DMAC1,90871,Schizophrenia,MESH:D012559,,Carbamazepine|Ketamine|Valproic Acid|Venlafaxine Hydrochloride,12.43,7
GABRB1,2560,Schizophrenia,MESH:D012559,,gamma-Aminobutyric Acid|Cocaine|Diazepam|Muscimol|Valproic Acid|Venlafaxine Hydrochloride,12.42,7
EEF2,1938,Schizophrenia,MESH:D012559,,Dextroamphetamine|Caffeine|Copper|Cytarabine|Fluoxetine|Tetrachloroethylene|Valproic Acid,12.41,8
HMGB2,3148,Schizophrenia,MESH:D012559,,Amitriptyline|Copper|Folic Acid|Imipramine|Methionine|Phenobarbital|Valproic Acid,12.41,8
RUNX2,860,Schizophrenia,MESH:D012559,,gamma-Aminobutyric Acid|Copper|Eicosapentaenoic Acid|Folic Acid|Calcifediol|Methionine|Valproic Acid|Vitamin A,12.41,9
ABCA8A,217258,Schizophrenia,MESH:D012559,,Dopamine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.40,5
PLEKHA1,59338,Schizophrenia,MESH:D012559,,Homocysteine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.40,5
RBM12,10137,Schizophrenia,MESH:D012559,,Caffeine|Carbamazepine|Cocaine|Copper|Valproic Acid,12.40,6
RGS17,26575,Schizophrenia,MESH:D012559,,Folic Acid|Methamphetamine|Methionine|Smoke|Valproic Acid,12.40,10
CENPH,64946,Schizophrenia,MESH:D012559,,Carbamazepine|Folic Acid|Methamphetamine|Methionine|Valproic Acid,12.39,10
ELOVL7,79993,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Smoke|Valproic Acid,12.39,6
HACD4,401494,Schizophrenia,MESH:D012559,,Folic Acid|Methionine|Phenobarbital|Tetrachloroethylene|Valproic Acid,12.39,6
IFNLR1,163702,Schizophrenia,MESH:D012559,,Chlorpromazine|Folic Acid|Methionine|Phenobarbital,12.39,26
MAGEA4,4103,Schizophrenia,MESH:D012559,,Copper|Methamphetamine|Valproic Acid,12.39,8
MECP2,4204,Schizophrenia,MESH:D012559,,Homocysteine|Cocaine|Fluoxetine|Methionine|Phenobarbital|Valproic Acid,12.39,6
PF4,5196,Schizophrenia,MESH:D012559,,Cocaine|Folic Acid|Lipopolysaccharides|Methionine|Sertraline|Valproic Acid,12.39,7
RGS19,10287,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Ketamine|Methionine|Valproic Acid,12.39,8
SEMA4D,10507,Schizophrenia,MESH:D012559,,Carbamazepine|Cocaine|Copper|Lipopolysaccharides|Valproic Acid,12.39,6
TMEM45A,55076,Schizophrenia,MESH:D012559,,Cytarabine|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.39,6
ATP6V0E2,155066,Schizophrenia,MESH:D012559,,Copper|Folic Acid|Methionine|Phenobarbital|Valproic Acid,12.38,6
